# placebo_results.csv  seed=20260706 N=1000
# Null: constant-mean GARCH(1,1)-t fitted per training window (no regime process).
# mc_p_diff_ge_observed = fraction of null paths whose fitted 2-state
# (mu_stress - mu_calm) is at least the observed value. Small p => the observed
# calm-stress difference exceeds what a no-switching volatility-clustered
# process manufactures.
window,n_train,observed_diff,observed_stress_occ,observed_stress_dur,N_null,mc_p_diff_ge_observed,null_diff_mean,null_diff_median,null_diff_q90,null_diff_q95,null_diff_q99,null_frac_positive,null_stress_dur_median
1995-01-01,816,0.006298180143699885,0.35298401058560375,16.06213551639536,1000,0.05,-8.222606316471537e-05,-3.787593953568025e-05,0.0046337847532924034,0.006267579192368203,0.010861783880448023,0.495,13.592388233546234
2000-01-01,876,0.0049874437260482235,0.42268300342641546,22.937526440819312,1000,0.09,0.00010632152564268735,1.0635307910570626e-05,0.004664981250764579,0.006641102126274274,0.01084184242456937,0.502,27.435707852969053
2010-01-01,996,0.009982242765932516,0.13464460566983724,5.562179859308823,1000,0.015,0.0001014374437630901,4.3491658221898205e-05,0.00439092354510602,0.006179487451811862,0.01083546774577218,0.507,20.795559276385816
