portfolio,split_date,delta_mse,oos_r2,cw_stat,cw_pval,cw_sig_5pct
<= 0,1995-01-01,1.1630013258201471e-05,-2.6716491199282273,-11.436609992396539,1.0,False
<= 0,2000-01-01,1.4153644720476807e-05,-2.749479423535918,-16.848186908748175,1.0,False
<= 0,2010-01-01,1.5904992944882562e-05,-2.662804547889264,-17.544767180520864,1.0,False
Lo 30,1995-01-01,-1.5046215548560234e-05,0.0037806683776792083,1.3270971823762219,0.09223826863775075,False
Lo 30,2000-01-01,-1.5351426126816378e-05,0.0036890424794964183,1.1974723627009005,0.11556124675363044,False
Lo 30,2010-01-01,-2.1605199286631096e-05,0.005873758662676809,1.1063167654718764,0.1342947188351702,False
Med 40,1995-01-01,4.677395263403411e-06,-0.0015490505443116476,0.46591838849373335,0.32063695915611323,False
Med 40,2000-01-01,-1.0628014517895072e-06,0.00033918231070373395,0.6562555708175382,0.2558298494606266,False
Med 40,2010-01-01,1.20226065977295e-05,-0.004018439515235173,-0.03203819019806564,0.5127792024274108,False
Hi 30,1995-01-01,1.3356689455207293e-05,-0.006967240305969735,-0.8257188360358952,0.7955181976492813,False
Hi 30,2000-01-01,8.662295354715504e-07,-0.00044609021610142463,0.3640691875559625,0.357903172487383,False
Hi 30,2010-01-01,2.9966797697226826e-05,-0.016894394517092737,-1.7579487880314262,0.9606218882789954,False
Lo 20,1995-01-01,-2.8318883789743912e-05,0.00678973919183079,1.6957319525268084,0.04496832722527966,True
Lo 20,2000-01-01,-2.8289060455780057e-05,0.006459086192958319,1.5383909623092475,0.06197652534532572,False
Lo 20,2010-01-01,-4.253179318442803e-05,0.011261915046264503,1.5372357472181946,0.06211779470457712,False
Qnt 2,1995-01-01,-7.444468046602891e-06,0.002000136681903242,1.0470966866716158,0.14752749366140017,False
Qnt 2,2000-01-01,-8.453213114243113e-06,0.002194660928034997,0.9667459054469697,0.16683553628863157,False
Qnt 2,2010-01-01,-3.917206079093009e-06,0.0011105488966888233,0.6111277905347327,0.27055749154051223,False
Qnt 3,1995-01-01,-3.15443824960588e-07,0.00010156770543801041,0.7029249359619355,0.24105126512030828,False
Qnt 3,2000-01-01,-3.902481754855698e-06,0.0012183122974125382,0.7753814366915541,0.21905715045961915,False
