portfolio,split_date,delta_mse,oos_r2,cw_stat,cw_pval,cw_sig_5pct
<= 0,1995-01-01,3.5742790280854243e-05,-8.210841387500555,-11.43356557688939,1.0,False
<= 0,2000-01-01,4.0781630873491835e-05,-7.922217715602342,-16.8447025678347,1.0,False
<= 0,2010-01-01,4.428900989544827e-05,-7.414839942387603,-17.542369976962675,1.0,False
Lo 30,1995-01-01,9.08506027279439e-06,-0.00228280659491098,1.0928797287488654,0.13722330484571788,False
Lo 30,2000-01-01,4.671397871708165e-06,-0.0011225657502464959,1.0441488150941582,0.14820827197452602,False
Lo 30,2010-01-01,3.4739351267723886e-06,-0.0009444512070333477,0.7549776019051322,0.225131210741494,False
Med 40,1995-01-01,2.714027728719379e-05,-0.008988263539202235,0.3531955054462277,0.36197093858433016,False
Med 40,2000-01-01,1.588039281189349e-05,-0.005068066401090476,0.6021456582940508,0.2735385922025221,False
Med 40,2010-01-01,4.1707429665764975e-05,-0.013940303384746722,-0.17149157597751105,0.5680813731391834,False
Hi 30,1995-01-01,4.0163219996962665e-05,-0.020950311536317434,-0.8288400827654773,0.79640254815215,False
Hi 30,2000-01-01,1.3754615865632083e-05,-0.007083341438528068,0.35850805821536363,0.3599815692687892,False
Hi 30,2010-01-01,7.402630365310465e-05,-0.04173384127304969,-1.744579549600581,0.9594709584142749,False
Lo 20,1995-01-01,-4.5283807703234286e-06,0.0010857251514577726,1.4422192033177,0.07462027243646752,False
Lo 20,2000-01-01,-9.511911501377222e-06,0.002171802642338405,1.3576460037890532,0.08728801900013106,False
Lo 20,2010-01-01,-2.128728049272024e-05,0.005636619726693937,1.1918920793031291,0.11665178216617411,False
Qnt 2,1995-01-01,1.3594244916201054e-05,-0.0036524232153993808,0.8758793228593398,0.19054782071108978,False
Qnt 2,2000-01-01,9.198482676941577e-06,-0.0023881511391581345,0.8699633752916918,0.19216020976071013,False
Qnt 2,2010-01-01,2.2955306215824683e-05,-0.0065079522180875315,0.3437444240642548,0.3655192495491121,False
Qnt 3,1995-01-01,1.8659065575864914e-05,-0.006007911159541912,0.6032215154320888,0.27318066821313325,False
Qnt 3,2000-01-01,1.1405958077528259e-05,-0.0035608158762969744,0.7223882737161533,0.23502789717886907,False
Qnt 3,2010-01-01,3.8446569901249596e-05,-0.012497426506802523,-0.08702443891758244,0.5346739568248247,False
Qnt 4,1995-01-01,3.7258624661247724e-05,-0.01402685291822725,-0.19158505937215362,0.5759663766949222,False
Qnt 4,2000-01-01,2.280875197596937e-05,-0.008252594528604718,0.2682978059337377,0.3942350474720566,False
Qnt 4,2010-01-01,5.603310105123426e-05,-0.022351270178167404,-0.6780899405933392,0.7511426657712439,False
Hi 20,1995-01-01,4.030043274558031e-05,-0.021242716408197637,-0.8834267247769045,0.8114971216338085,False
Hi 20,2000-01-01,1.276637871167139e-05,-0.006672826514048769,0.379332040115099,0.3522206549261948,False
Hi 20,2010-01-01,7.441477857245897e-05,-0.04249040765991019,-1.8053730675044992,0.9644918386364058,False
Lo 10,1995-01-01,-3.937023267012573e-05,0.009775218353768711,2.230012873061059,0.012873294137368152,True
Lo 10,2000-01-01,-3.3233602693442596e-05,0.007857208950439065,1.8828223171467688,0.0298622257873008,True
Lo 10,2010-01-01,-6.153260867098557e-05,0.01731254548172667,1.9265484028135251,0.027017967088203476,True
2-Dec,1995-01-01,1.2102526058129295e-05,-0.0026979207499353564,1.0063801019948522,0.15711638078992596,False
2-Dec,2000-01-01,-1.4863452789393161e-06,0.0003168492993635974,1.1197698388945612,0.1314059275940036,False
2-Dec,2010-01-01,-1.466846570909175e-07,3.571154932735521e-05,0.784387888706158,0.21640627138810853,False
3-Dec,1995-01-01,1.898254443422325e-05,-0.004875511879618433,0.7751152213408645,0.21913578901063202,False
3-Dec,2000-01-01,1.6604632342987792e-05,-0.0041142542190462095,0.7340974599389226,0.23144467076243036,False
3-Dec,2010-01-01,2.369946033529838e-05,-0.006388919895454315,0.3420137722490925,0.36617026391344587,False
4-Dec,1995-01-01,9.53795381389939e-06,-0.0026091746185914477,0.95462584743385,0.1698834705980814,False
4-Dec,2000-01-01,3.6382220717427576e-06,-0.0009627687762463477,0.9750749304909345,0.16476154649436903,False
4-Dec,2010-01-01,2.2145948411124265e-05,-0.006389893911088906,0.34808720604410426,0.36388734616906715,False
5-Dec,1995-01-01,2.3847458077952757e-05,-0.0068996300121715315,0.523676536293801,0.3002517690195782,False
5-Dec,2000-01-01,1.201868941145233e-05,-0.003372614582403566,0.7338325092142737,0.23152541228961798,False
5-Dec,2010-01-01,4.1606868044896834e-05,-0.012403772636970789,-0.0982913904452238,0.5391495427462567,False
6-Dec,1995-01-01,1.5883280506819985e-05,-0.005440762272582278,0.641887423276942,0.2604731403810612,False
6-Dec,2000-01-01,1.1980209530635874e-05,-0.003983383717034661,0.6834351000745218,0.2471659734406727,False
6-Dec,2010-01-01,3.673096151642985e-05,-0.012558490628118424,-0.08854262566497764,0.5352772965137195,False
7-Dec,1995-01-01,4.154959747260274e-05,-0.014763195256452644,-0.18953231932593517,0.5751621865192343,False
7-Dec,2000-01-01,2.3525765471178565e-05,-0.008004766546370057,0.327112389793971,0.37179144058178726,False
7-Dec,2010-01-01,5.0007528200445104e-05,-0.017672490048134204,-0.4373131005201443,0.669057852087755,False
8-Dec,1995-01-01,3.506942678612856e-05,-0.013416995534674125,-0.19554043264032886,0.5775150560621256,False
8-Dec,2000-01-01,2.3108726691002494e-05,-0.008522900232195374,0.2085151508052583,0.4174133769932553,False
8-Dec,2010-01-01,5.9957333299007556e-05,-0.02526105189504424,-0.8400214625622783,0.7995518235818118,False
9-Dec,1995-01-01,4.016543633339389e-05,-0.01848032284185952,-0.5753760194077477,0.7174814905818641,False
9-Dec,2000-01-01,2.1945484502759738e-05,-0.009798476999558492,0.14413569779157398,0.44269665813356307,False
9-Dec,2010-01-01,5.7983338204693584e-05,-0.02847062696753433,-0.9659597683516911,0.83296784354834,False
Hi 10,1995-01-01,3.990038348281803e-05,-0.020982496332306866,-0.9242833334755938,0.8223305910775214,False
Hi 10,2000-01-01,1.0760529192626201e-05,-0.005639394750471816,0.43583267517962543,0.33147906740741717,False
Hi 10,2010-01-01,7.644537953788969e-05,-0.04383950576842066,-1.9341498179887184,0.9734526448775529,False
