split,mu_calm,mu_stress,sigma_calm,sigma_stress,p_calm_calm,p_stress_stress,dur_calm_months,dur_stress_months
1995-01,0.00015405243217503958,0.006452180903483638,0.018751730019375596,0.04591531496160074,0.9671215609366537,0.9377436281619547,30.415069221300854,16.062612877625043
2000-01,-0.000184366970780193,0.004803084814643624,0.018297770251775307,0.043378259561599804,0.9677446709880706,0.9564033144513886,31.002629042480304,22.93752351620801
2010-01,0.0008553205246710334,0.010837375529812968,0.02342947382160731,0.06539367478587979,0.9719650219581072,0.8202169339654192,35.669726528970166,5.562259127384403
