label,spearman_rho,spearman_p,kendall_tau,kendall_p,frac_improved,mean_oos_r2,frac_cw_sig,n_ports,cost
TC 10bp,0.9690402476780186,3.851406014182892e-11,0.8692810457516341,2.158258582693712e-09,0.6111111111111112,0.0024290503102726226,0.1111111111111111,18,10bp
TC 25bp,0.9690402476780186,3.851406014182892e-11,0.8692810457516341,2.158258582693712e-09,0.3888888888888889,-0.0006157157048083026,0.07407407407407407,18,25bp
TC 50bp,0.9690402476780186,3.851406014182892e-11,0.8692810457516341,2.158258582693712e-09,0.1111111111111111,-0.009168943321569202,0.05555555555555555,18,50bp
