portfolio,split_date,delta_mse,oos_r2,cw_stat,cw_pval,cw_sig_5pct
3-Dec,1995-01-01,-1.2776104486817569e-05,0.0032814383454506935,1.1453401777491574,0.1260341343774526,False
3-Dec,2000-01-01,-1.0934589571270047e-05,0.0027093452205274593,0.9594477950289655,0.16866660355468543,False
3-Dec,2010-01-01,-1.6014730800941856e-05,0.004317264224033335,1.0446926139003088,0.148082529810857,False
4-Dec,1995-01-01,-1.513780326445769e-05,0.004141052979438897,1.3087756399613149,0.09530518044925806,False
4-Dec,2000-01-01,-1.4663831145416209e-05,0.003880433488808843,1.1674169071279128,0.12152102330554793,False
4-Dec,2010-01-01,-1.2901269123836122e-05,0.003722475077125531,0.9782368250808136,0.16397860358829064,False
5-Dec,1995-01-01,-5.5393571997599395e-06,0.0016026662069660302,0.8110764789234903,0.20866087619828322,False
5-Dec,2000-01-01,-7.966219548212385e-06,0.002235434105593459,0.8614077349559952,0.19450675870901402,False
5-Dec,2010-01-01,-1.33995408932875e-06,0.00039946495972920104,0.3611117956376043,0.35900793787027774,False
6-Dec,1995-01-01,-5.4632047102364314e-06,0.0018714016957670498,0.8553713250046393,0.19617280650261204,False
6-Dec,2000-01-01,-6.136240353582425e-06,0.002040281503068342,0.8157717950559813,0.20731533382007827,False
6-Dec,2010-01-01,-6.428069094289481e-07,0.000219778742904575,0.2888889384345154,0.386333184427441,False
7-Dec,1995-01-01,3.08369279790853e-06,-0.0010956823087493461,0.08339823980976728,0.4667674440330537,False
7-Dec,2000-01-01,-1.2850869429295933e-06,0.0004372576519356963,0.434120272542018,0.33210055243252,False
7-Dec,2010-01-01,4.39331089946253e-06,-0.0015525811001475542,-0.14187648592053687,0.556411216035112,False
8-Dec,1995-01-01,2.142232520936215e-06,-0.0008195835176574295,-0.008342411240493772,0.5033281019606173,False
8-Dec,2000-01-01,-4.02199140432484e-07,0.0001483380366735787,0.29897393582395304,0.38247996635237513,False
8-Dec,2010-01-01,8.308481573695257e-06,-0.0035005056538364165,-0.6931777686311185,0.7559010010600129,False
9-Dec,1995-01-01,4.143882694060061e-06,-0.0019066216378005318,-0.5546576779117802,0.7104355852636619,False
9-Dec,2000-01-01,3.00375699372607e-07,-0.00013411526098527915,0.15124849964511844,0.4398898465673047,False
9-Dec,2010-01-01,7.827112265179539e-06,-0.00384322118102709,-0.9349663950069922,0.8250971909396155,False
Hi 10,1995-01-01,2.421115556551154e-06,-0.0012731969933872378,-0.7241492551050872,0.7655129458530217,False
Hi 10,2000-01-01,-1.1749748628853487e-06,0.0006157826399670885,0.5157495895454994,0.3030146574298729,False
Hi 10,2010-01-01,8.880269521022426e-06,-0.005092611603805697,-2.000084266733573,0.977254417310844,False
