scope,spearman,spearman_p,kendall,kendall_p,frac_improved
1995-01,-0.05882352941176471,0.8166542035684888,-0.15032679738562094,0.4101336133426111,0.5
2000-01,-0.18885448916408668,0.45294582237849557,-0.25490196078431376,0.15192280938479866,0.2777777777777778
2010-01,0.9401444788441692,6.859458095524689e-09,0.8300653594771243,2.7133502663954042e-08,1.0
POOLED (mean across splits),0.1042311661506708,0.6806381463141872,-0.045751633986928116,0.8228244054912468,0.5925925925925926
