window,diff,mu_calm,mu_stress,stress_occ,stress_dur,logL
1995-01-01,-0.0013201374138009153,-0.00033907463431827615,-0.0016592120481191915,0.44353799343069844,39.65968043188555,1928.293786534059
1995-01-01,-0.001964612489808497,-0.00022052904981931316,-0.00218514153962781,0.22345939315211447,62.48457129017897,1691.9749234700862
1995-01-01,0.002362610281504083,-0.00010073668492621582,0.002261873596577867,0.3120469131530249,35.86478854977066,1854.211677682315
1995-01-01,0.0023616323806142933,0.0005821243657665509,0.0029437567463808443,0.5619794737926312,3.438025542118085,1946.9110409075306
1995-01-01,-0.005573341793202487,0.0023118843167685655,-0.003261457476433922,0.2866703254012811,1.957679981807897,1863.944534374083
1995-01-01,-0.0011500070179098145,0.0007253697348661627,-0.0004246372830436517,0.33519720167080835,6.456971083384611,2017.7742844500922
1995-01-01,-0.0019433632104916979,0.0016604406601012057,-0.0002829225503904922,0.3978586051708179,2.1500041402090133,2002.6891762305086
1995-01-01,0.002029868379237524,-0.0010933463048097502,0.000936522074427774,0.43614047676366446,36.561697713444325,1904.1998649286163
1995-01-01,-0.0038169000838976603,0.0012062949277215748,-0.0026106051561760857,0.3470268616533221,26.441817382948308,1704.2145280840573
1995-01-01,0.0018360874569165156,0.0020103606513853043,0.00384644810830182,0.27167650876603383,13.319618943004711,1552.4752458735388
1995-01-01,-0.0009258685461704557,-0.0001646681989825513,-0.001090536745153007,0.26269238031991854,9.635410880316826,2026.0380705391908
1995-01-01,0.0035703067079671264,0.0016927747890314031,0.005263081496998529,0.2850778702480098,14.287238146742238,1711.0859140568978
1995-01-01,-0.006915005711198809,0.005069584324377157,-0.0018454213868216516,0.6586478288358727,5.3707126814691595,1907.1343786049235
1995-01-01,-0.0004163154683825261,0.002069132759489203,0.0016528172911066767,0.4372054819872303,68.42833489416533,1819.492594682408
1995-01-01,0.0047159963424007545,-0.0016743791278000404,0.0030416172146007143,0.47661442203329996,4.480168338041489,1827.390086937121
1995-01-01,0.007691459298058485,-0.000865657803008474,0.006825801495050012,0.2490659897596106,1.844350755569294,1923.9476783236182
1995-01-01,-0.002188633756889386,0.0022687455209246745,8.011176403528829e-05,0.3746542227027899,106.25647168901223,1802.5399898013711
1995-01-01,0.0012899604300637647,0.0005080030662160613,0.001797963496279826,0.2948940892004052,2.1509593573066583,1848.4716004538611
1995-01-01,-0.0027042806787356236,-0.00023456273523885798,-0.0029388434139744814,0.2587232050826893,146.58818596108614,1720.540636124172
1995-01-01,-0.000984794813838565,0.0013314323759651937,0.0003466375621266285,0.2890954367046917,5.520871212405369,1844.3350827769277
1995-01-01,0.0021917375658065128,0.0006198419979241102,0.002811579563730623,0.44214805494337983,24.232325673376646,1944.499681521212
1995-01-01,-0.000917795028242266,-0.0004920851224844508,-0.0014098801507267168,0.12152050795028188,1.9434071333589675,1916.8582467054262
1995-01-01,0.001924536334104267,0.0011122867247093404,0.0030368230588136073,0.33727363176607156,30.8040499195631,1907.8082261862016
1995-01-01,-0.0015030944726392523,0.0012282317332569087,-0.0002748627393823435,0.5426834650257587,35.44256879644158,1915.767833706094
1995-01-01,-0.0028460699310195086,0.001405968101868021,-0.0014401018291514878,0.15549801324865023,2.489594836448348,1870.2623726374823
1995-01-01,-0.005045427923385418,0.0035911994199139996,-0.0014542285034714183,0.3223371692053194,2.7367267511443485,1666.8599359772873
1995-01-01,0.0007074492583662062,0.0022656968101692435,0.0029731460685354497,0.2743459959841587,29.598058573455795,1779.4607881876257
1995-01-01,0.0032692122565108703,0.0005072369786882161,0.003776449235199086,0.1991037549277866,1.1722770156310458,1859.8382741690605
1995-01-01,0.0001539782391218362,0.0008839654605789034,0.0010379436997007396,0.3740373984969176,23.960422596536606,1692.3302181064178
1995-01-01,-0.0006858626728338904,-9.419949815886341e-05,-0.0007800621709927538,0.17907525338979904,77.0060590640288,1705.0032465528623
1995-01-01,0.0027274067599955864,-0.00015818443392411706,0.002569222326071469,0.3978925632352601,3.252200226007148,1943.3913996382446
1995-01-01,-0.0009803401027883298,0.00044474717437935975,-0.0005355929284089701,0.35820214934560957,38.8246874361474,1927.099155971297
1995-01-01,-0.00012342171084385933,0.0017116950847190643,0.001588273373875205,0.28638197728618725,1.856127585448388,2020.69988045226
1995-01-01,-0.0004893486513633642,0.00023557128114671288,-0.00025377737021665134,0.4850489491027486,266.1038879302123,1800.4225844311313
1995-01-01,0.0004842242989105592,0.001244579222904291,0.0017288035218148501,0.42344639341137175,13.714349250514553,1810.931952896965
1995-01-01,-0.0031200678744417822,0.0003598984841180441,-0.002760169390323738,0.22947041411696784,30.09932845894581,1786.362652469221
1995-01-01,-0.005294271480258085,0.002672197855984427,-0.002622073624273658,0.23208213795273638,6.619858166735431,1988.7568599846768
1995-01-01,0.0021056948801301124,0.00021105399042864884,0.0023167488705587613,0.4349238767000504,15.523214246943793,1883.454177470003
1995-01-01,0.0029924464763901246,-0.0013460721978932535,0.0016463742784968713,0.5329062323962285,5.744582879431316,2009.8283602349984
1995-01-01,-0.00029087527255374076,0.0009784612895046819,0.0006875860169509411,0.42922352538312825,37.60258666077724,2082.0435715190515
1995-01-01,0.0016291725191303363,0.0009295469665101113,0.0025587194856404477,0.38623611545016745,15.480666171531114,1915.2159153857697
1995-01-01,0.000252307473456313,-0.0003309923461967741,-7.868487274046111e-05,0.23717111418451844,39.44489996533785,1952.048370979231
1995-01-01,-0.0032224387945544784,0.001995133084829662,-0.0012273057097248164,0.19371550119894163,1.5315387755542764,1844.2483954517977
1995-01-01,0.0047245860347350935,0.0004633360390430286,0.005187922073778122,0.36312831478087526,25.605657708944555,1797.0260017577784
1995-01-01,0.0020031700192469663,4.3524640846148905e-05,0.002046694660093115,0.5324439072526169,138.93091598176014,1757.055695348971
1995-01-01,-0.002304719401395044,0.000168359037500208,-0.002136360363894836,0.23025757434898758,19.090518098594924,1985.4638004040578
1995-01-01,0.0003268582567762142,0.0019063728087986799,0.002233231065574894,0.22536012104455566,2.7023987057040104,1928.6391591787906
1995-01-01,-0.0022431211104425273,0.0010366604778610804,-0.001206460632581447,0.27677664415223696,21.372618344907767,1815.925583858906
1995-01-01,-0.01061706398588175,0.0025396554071239206,-0.00807740857875783,0.16262444914036114,5.984920392227327,1541.2301632741637
1995-01-01,0.004913206634679016,-0.0004951235542883433,0.004418083080390672,0.2388316015516347,14.05633898870851,1789.1357139975462
1995-01-01,0.0010260197128339134,0.0012398023814763127,0.002265822094310226,0.3984241089269761,33.186723542107345,1970.249207201204
1995-01-01,0.005735363556383033,-0.00160470788617269,0.0041306556702103425,0.2401817842688012,17.518249863891352,1681.025990037943
1995-01-01,0.0010086188092650052,0.0004372159670124177,0.001445834776277423,0.547469524797785,45.35690656598568,1875.6897670844955
