break_date,pre_mean,post_mean,t_stat,t_pval,levene_stat,levene_pval
2008-01-01,0.0021227366255144034,-0.00017209302325581346,1.1218201311052152,0.2626402139076767,1.1092935779680644,0.2924502681203044
